soil_type,growth_stage,water_balance_index,weather_risk_index,irrigation_system_type,rice_variety_code,is_weather_estimated,strategy,water_saving_percent,expected_yield_ton_per_ha,yield_baseline_ton_per_ha,ch4_reduction_percent,n2o_change_percent,net_gwp_reduction_percent
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.0,6.0,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.8,6.8,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.8,6.8,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,IR64,0,CONTINUOUS_FLOODING_MODIFIED,10.0,5.5,5.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.5,6.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.2,6.2,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.0,6.0,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.5,6.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.8,6.8,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.5,6.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.0,6.0,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.5,6.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.8,6.8,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.5,6.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.2,6.2,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.5,6.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.2,6.2,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.5,6.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.8,6.8,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,IR64,0,CONTINUOUS_FLOODING_MODIFIED,10.0,5.5,5.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,IR64,0,CONTINUOUS_FLOODING_MODIFIED,10.0,5.5,5.5,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.2,6.2,15.0,2.0,6.01
SILTY,REPRODUCTIVE,NORMAL,EXCESS_HIGH,SEMI_TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING_MODIFIED,10.0,6.2,6.2,15.0,2.0,6.01
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,CIHERANG,0,CONTINUOUS_FLOODING,0.0,6.0,6.0,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_32,0,CONTINUOUS_FLOODING,0.0,6.5,6.5,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,MEKONGGA,0,CONTINUOUS_FLOODING,0.0,6.8,6.8,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,INPARI_42_AGRITAN_GSR,0,CONTINUOUS_FLOODING,0.0,6.2,6.2,0.0,0.0,0.0
SANDY,REPRODUCTIVE,DEFICIT,DROUGHT_MODERATE,TECHNICAL,IR64,0,CONTINUOUS_FLOODING,0.0,5.5,5.5,0.0,0.0,0.0
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,CIHERANG,0,AWD_STRICT,35.0,5.88,6.0,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,MEKONGGA,0,AWD_STRICT,35.0,6.66,6.8,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,CIHERANG,0,AWD_STRICT,35.0,5.88,6.0,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,CIHERANG,0,AWD_STRICT,35.0,5.88,6.0,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,MEKONGGA,0,AWD_STRICT,35.0,6.66,6.8,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,CIHERANG,0,AWD_STRICT,35.0,5.88,6.0,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,MEKONGGA,0,AWD_STRICT,35.0,6.66,6.8,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,CIHERANG,0,AWD_STRICT,35.0,5.88,6.0,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,MEKONGGA,0,AWD_STRICT,35.0,6.66,6.8,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,CIHERANG,0,AWD_STRICT,35.0,5.88,6.0,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,MEKONGGA,0,AWD_STRICT,35.0,6.66,6.8,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,MEKONGGA,0,AWD_STRICT,35.0,6.66,6.8,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,MEKONGGA,0,AWD_STRICT,35.0,6.66,6.8,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,IR64,0,AWD_STRICT,35.0,5.39,5.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,CIHERANG,0,AWD_STRICT,35.0,5.88,6.0,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_32,0,AWD_STRICT,35.0,6.37,6.5,50.0,14.0,16.14
LOAM,RIPENING,DEFICIT,NORMAL,TECHNICAL,INPARI_42_AGRITAN_GSR,0,AWD_STRICT,35.0,6.08,6.2,50.0,14.0,16.14
